NorthGroup Consulting
3A/32 Billabong Street
Stafford 4053
GC03 - Report Chainage, Offset, Elevation and Elev Diff from VAL
Thu Feb 05 10:05:53 2026

Terramodel  Project: mc10.pro
   
Hal Alignment Details:Pline Rec Number 393. Start Ch 5608.000 to End Ch 13848.485. Name:MC10

   Pt No,  Chainage,     Offset,     Elev,      Pt East,     Pt North, Name        ,Note    ,
     133,  6830.000,     -0.000,         ,         ,   775667.640,  6287055.847, CH 6830.000           ,        ,
     134,  6840.000,      0.000,         ,         ,   775657.944,  6287058.289, CH 6840.000           ,        ,
     135,  6850.000,      0.000,         ,         ,   775648.357,  6287061.133, CH 6850.000           ,        ,
     136,  6860.000,      0.000,         ,         ,   775638.861,  6287064.267, CH 6860.000           ,        ,
     137,  6870.000,      0.000,         ,         ,   775629.428,  6287067.585, CH 6870.000           ,        ,
     138,  6877.419,      0.000,         ,         ,   775622.449,  6287070.102, CH 6877.419           ,        ,
     139,  6880.000,     -0.000,         ,         ,   775620.022,  6287070.981, CH 6880.000           ,        ,
     140,  6890.000,     -0.000,         ,         ,   775610.619,  6287074.383, CH 6890.000           ,        ,
     141,  6893.156,      0.000,         ,         ,   775607.651,  6287075.457, CH 6893.156           ,        ,
     142,  6900.000,      0.000,         ,         ,   775601.196,  6287077.731, CH 6900.000           ,        ,
     143,  6910.000,      0.000,         ,         ,   775591.696,  6287080.853, CH 6910.000           ,        ,
     144,  6920.000,      0.000,         ,         ,   775582.121,  6287083.738, CH 6920.000           ,        ,
     145,  6930.000,      0.000,         ,         ,   775572.478,  6287086.382, CH 6930.000           ,        ,
     146,  6940.000,      0.000,         ,         ,   775562.771,  6287088.784, CH 6940.000           ,        ,
     147,  6944.898,      0.000,         ,         ,   775557.995,  6287089.872, CH 6944.898           ,        ,
     148,  6950.000,      0.000,         ,         ,   775553.014,  6287090.974, CH 6950.000           ,        ,
     149,  6960.000,      0.000,         ,         ,   775543.250,  6287093.136, CH 6960.000           ,        ,
     150,  6970.000,      0.000,         ,         ,   775533.486,  6287095.297, CH 6970.000           ,        ,
     151,  6980.000,      0.000,         ,         ,   775523.723,  6287097.458, CH 6980.000           ,        ,
     152,  6990.000,      0.000,         ,         ,   775513.959,  6287099.619, CH 6990.000           ,        ,
     153,  7000.000,      0.000,         ,         ,   775504.195,  6287101.781, CH 7000.000           ,        ,
     154,  7010.000,      0.000,         ,         ,   775494.432,  6287103.942, CH 7010.000           ,        ,
     155,  7020.000,      0.000,         ,         ,   775484.668,  6287106.103, CH 7020.000           ,        ,
     156,  7030.000,      0.000,         ,         ,   775474.904,  6287108.265, CH 7030.000           ,        ,
     157,  7040.000,     -0.000,         ,         ,   775465.141,  6287110.426, CH 7040.000           ,        ,
     158,  7045.032,      0.000,         ,         ,   775460.228,  6287111.513, CH 7045.032           ,        ,
     159,  7050.000,      0.000,         ,         ,   775455.371,  6287112.557, CH 7050.000           ,        ,
     160,  7060.000,     -0.000,         ,         ,   775445.556,  6287114.474, CH 7060.000           ,        ,
     161,  7070.000,      0.000,         ,         ,   775435.697,  6287116.146, CH 7070.000           ,        ,
     162,  7080.000,      0.000,         ,         ,   775425.799,  6287117.570, CH 7080.000           ,        ,
     163,  7090.000,      0.000,         ,         ,   775415.869,  6287118.746, CH 7090.000           ,        ,
     164,  7100.000,      0.000,         ,         ,   775405.913,  6287119.674, CH 7100.000           ,        ,
     165,  7110.000,      0.000,         ,         ,   775395.936,  6287120.353, CH 7110.000           ,        ,
     166,  7119.131,      0.000,         ,         ,   775386.814,  6287120.755, CH 7119.131           ,        ,
     167,  7120.000,      0.000,         ,         ,   775385.945,  6287120.783, CH 7120.000           ,        ,
     168,  7130.000,      0.000,         ,         ,   775375.951,  6287121.109, CH 7130.000           ,        ,
     169,  7140.000,      0.000,         ,         ,   775365.956,  6287121.435, CH 7140.000           ,        ,
     170,  7150.000,      0.000,         ,         ,   775355.961,  6287121.761, CH 7150.000           ,        ,
     171,  7160.000,      0.000,         ,         ,   775345.967,  6287122.087, CH 7160.000           ,        ,
     172,  7170.000,      0.000,         ,         ,   775335.972,  6287122.413, CH 7170.000           ,        ,
     173,  7180.000,      0.000,         ,         ,   775325.977,  6287122.739, CH 7180.000           ,        ,
     174,  7181.540,      0.000,         ,         ,   775324.438,  6287122.789, CH 7181.540           ,        ,
     175,  7190.000,     -0.000,         ,         ,   775315.983,  6287123.075, CH 7190.000           ,        ,
     176,  7200.000,      0.000,         ,         ,   775305.992,  6287123.495, CH 7200.000           ,        ,
     177,  7210.000,     -0.000,         ,         ,   775296.010,  6287124.100, CH 7210.000           ,        ,
     178,  7220.000,      0.000,         ,         ,   775286.050,  6287124.989, CH 7220.000           ,        ,
     179,  7230.000,      0.000,         ,         ,   775276.132,  6287126.260, CH 7230.000           ,        ,
     180,  7231.540,      0.000,         ,         ,   775274.610,  6287126.496, CH 7231.540           ,        ,
     181,  7240.000,      0.000,         ,         ,   775266.286,  6287128.000, CH 7240.000           ,        ,
     182,  7250.000,      0.000,         ,         ,   775256.539,  6287130.229, CH 7250.000           ,        ,
     183,  7260.000,     -0.000,         ,         ,   775246.915,  6287132.944, CH 7260.000           ,        ,
     184,  7270.000,      0.000,         ,         ,   775237.439,  6287136.135, CH 7270.000           ,        ,
     185,  7278.341,      0.000,         ,         ,   775229.666,  6287139.157, CH 7278.341           ,        ,
     186,  7280.000,     -0.000,         ,         ,   775228.135,  6287139.797, CH 7280.000           ,        ,
     187,  7290.000,     -0.000,         ,         ,   775219.014,  6287143.895, CH 7290.000           ,        ,
     188,  7300.000,     -0.000,         ,         ,   775210.057,  6287148.339, CH 7300.000           ,        ,
     189,  7310.000,      0.000,         ,         ,   775201.228,  6287153.036, CH 7310.000           ,        ,
     190,  7320.000,     -0.000,         ,         ,   775192.488,  6287157.894, CH 7320.000           ,        ,
     191,  7328.341,      0.000,         ,         ,   775185.231,  6287162.006, CH 7328.341           ,        ,
     192,  7330.000,      0.000,         ,         ,   775183.788,  6287162.825, CH 7330.000           ,        ,
     193,  7340.000,     -0.000,         ,         ,   775175.093,  6287167.764, CH 7340.000           ,        ,
     194,  7350.000,     -0.000,         ,         ,   775166.398,  6287172.704, CH 7350.000           ,        ,
